Weight,Height,Length,Width,Volume,Destination,ID
63.17680808853099,0.9856179618165685,1.654916864234619,0.20833097232101122,0.3398119378119438,Kuala Lumpur,1
54.01316716756751,0.9567489267322921,0.8861519371530657,1.3458527394897384,1.1410474841817286,Kuala Lumpur,2
48.75303737645174,0.31315755690842606,1.158632254529641,0.9195906054354408,0.3336591480389972,Kuala Lumpur,3
13.884627717102125,0.12210389657493942,0.5370051956329813,0.7993573484613299,0.0524142025585019,Kuala Lumpur,4
89.78097482548023,1.6484099061370703,0.48005828382229043,1.5569629730463075,1.2320759165624862,Kuala Lumpur,5
58.97412925210527,1.5552035857895667,0.5308401021263539,1.2270141598120152,1.012979245824817,Kuala Lumpur,6
64.8828030496687,1.236270057243661,0.8471980005209627,0.3045019696225224,0.31892486393765174,Kuala Lumpur,7
55.5004801055383,1.6151385289198623,1.7821914596218964,0.5775602477689571,1.662499140695576,Kuala Lumpur,8
7.947831297958073,0.21217054352168657,1.2130240327684774,0.4549210743896517,0.11708211266951184,Kuala Lumpur,9
14.624546476409261,0.5624625378230037,1.6875180524832116,1.8227157121422366,1.7300592100673589,Kuala Lumpur,10
46.84507379614823,1.791872209522355,1.5526729309974818,1.549341916507104,4.31056587279049,Kuala Lumpur,11
54.322452184643595,1.828815860725968,1.5642788281179285,1.510206574278346,4.320365639641145,Kuala Lumpur,12
3.8712088490728163,1.557635796392709,1.0032528772326508,0.13576459888918638,0.2121596909133759,Kuala Lumpur,13
62.88248885458139,1.8745627186763203,1.8628783158417133,1.8777381394136117,6.557216008594147,Kuala Lumpur,14
28.251264026332272,0.39061039317958035,0.35551974337216996,1.1455334792504004,0.1590798983263102,Kuala Lumpur,15
27.98655050535262,0.8455611042274044,1.0066128836493167,1.470037548386805,1.2512264305100937,Kuala Lumpur,16
38.595163796717145,1.8492683333592206,1.5766292983368697,1.0337027115699085,3.0138746191376096,Kuala Lumpur,17
38.97718774611108,0.6615115245077108,1.8067438056776366,0.7725884196407311,0.9233836561252251,Kuala Lumpur,18
51.14177400104345,0.2138899160742483,0.6122321448238083,1.8288344857904768,0.23948639178150943,Kuala Lumpur,19
7.119629453748083,0.599778290007483,0.9814930672927282,1.8573322883323953,1.0933710906202396,Kuala Lumpur,20
